0.000381, -0.000245, 0.000139, 0.000283, -0.000245, 0.000139, 0.000283, 0.000245, -0.000139, 0.000381, 0.000245, -0.000139, 0.000329, -0.000218, 0.000116, 0.000242, -0.000218, 0.000116, 0.000242, 0.000218, -0.000116, 0.000329, 0.000218, -0.000116, 0.000277, -0.000190, 0.000094, 0.000201, -0.000190, 0.000094, 0.000201, 0.000190, -0.000094, 0.000277, 0.000190, -0.000094, 0.000227, -0.000163, 0.000072, 0.000162, -0.000163, 0.000072, 0.000162, 0.000163, -0.000072, 0.000227, 0.000163, -0.000072, 0.000179, -0.000136, 0.000052, 0.000125, -0.000136, 0.000052, 0.000125, 0.000136, -0.000052, 0.000179, 0.000136, -0.000052, 0.000134, -0.000109, 0.000035, 0.000091, -0.000109, 0.000035, 0.000091, 0.000109, -0.000035, 0.000134, 0.000109, -0.000035, 0.000093, -0.000082, 0.000021, 0.000060, -0.000082, 0.000021, 0.000060, 0.000082, -0.000021, 0.000093, 0.000082, -0.000021, 0.000056, -0.000054, 0.000009, 0.000035, -0.000054, 0.000009, 0.000035, 0.000054, -0.000009, 0.000056, 0.000054, -0.000009, 0.000025, -0.000027, 0.000002, 0.000014, -0.000027, 0.000002, 0.000014, 0.000027, -0.000002, 0.000025, 0.000027, -0.000002, 
-0.000245, 0.017882, 0.002501, 0.000245, 0.017882, -0.002501, 0.000245, 0.015433, -0.002501, -0.000245, 0.015433, 0.002501, -0.000218, 0.014986, 0.002086, 0.000218, 0.014986, -0.002086, 0.000218, 0.012809, -0.002086, -0.000218, 0.012809, 0.002086, -0.000190, 0.012159, 0.001680, 0.000190, 0.012159, -0.001680, 0.000190, 0.010254, -0.001680, -0.000190, 0.010254, 0.001680, -0.000163, 0.009468, 0.001296, 0.000163, 0.009468, -0.001296, 0.000163, 0.007835, -0.001296, -0.000163, 0.007835, 0.001296, -0.000136, 0.006981, 0.000942, 0.000136, 0.006981, -0.000942, 0.000136, 0.005621, -0.000942, -0.000136, 0.005621, 0.000942, -0.000109, 0.004767, 0.000630, 0.000109, 0.004767, -0.000630, 0.000109, 0.003679, -0.000630, -0.000109, 0.003679, 0.000630, -0.000082, 0.002894, 0.000369, 0.000082, 0.002894, -0.000369, 0.000082, 0.002078, -0.000369, -0.000082, 0.002078, 0.000369, -0.000054, 0.001430, 0.000170, 0.000054, 0.001430, -0.000170, 0.000054, 0.000885, -0.000170, -0.000054, 0.000885, 0.000170, -0.000027, 0.000442, 0.000044, 0.000027, 0.000442, -0.000044, 0.000027, 0.000170, -0.000044, -0.000027, 0.000170, 0.000044, 
0.000139, 0.002501, 0.000500, 0.000139, 0.002501, -0.000258, 0.000139, 0.002501, -0.000468, 0.000139, 0.002501, 0.000290, 0.000116, 0.002086, 0.000417, 0.000116, 0.002086, -0.000215, 0.000116, 0.002086, -0.000391, 0.000116, 0.002086, 0.000241, 0.000094, 0.001680, 0.000336, 0.000094, 0.001680, -0.000173, 0.000094, 0.001680, -0.000315, 0.000094, 0.001680, 0.000195, 0.000072, 0.001296, 0.000259, 0.000072, 0.001296, -0.000133, 0.000072, 0.001296, -0.000243, 0.000072, 0.001296, 0.000150, 0.000052, 0.000942, 0.000189, 0.000052, 0.000942, -0.000097, 0.000052, 0.000942, -0.000176, 0.000052, 0.000942, 0.000109, 0.000035, 0.000630, 0.000126, 0.000035, 0.000630, -0.000065, 0.000035, 0.000630, -0.000118, 0.000035, 0.000630, 0.000073, 0.000021, 0.000369, 0.000074, 0.000021, 0.000369, -0.000038, 0.000021, 0.000369, -0.000069, 0.000021, 0.000369, 0.000043, 0.000009, 0.000170, 0.000034, 0.000009, 0.000170, -0.000018, 0.000009, 0.000170, -0.000032, 0.000009, 0.000170, 0.000020, 0.000002, 0.000044, 0.000009, 0.000002, 0.000044, -0.000005, 0.000002, 0.000044, -0.000008, 0.000002, 0.000044, 0.000005, 
0.000283, 0.000245, 0.000139, 0.000381, 0.000245, 0.000139, 0.000381, -0.000245, -0.000139, 0.000283, -0.000245, -0.000139, 0.000242, 0.000218, 0.000116, 0.000329, 0.000218, 0.000116, 0.000329, -0.000218, -0.000116, 0.000242, -0.000218, -0.000116, 0.000201, 0.000190, 0.000094, 0.000277, 0.000190, 0.000094, 0.000277, -0.000190, -0.000094, 0.000201, -0.000190, -0.000094, 0.000162, 0.000163, 0.000072, 0.000227, 0.000163, 0.000072, 0.000227, -0.000163, -0.000072, 0.000162, -0.000163, -0.000072, 0.000125, 0.000136, 0.000052, 0.000179, 0.000136, 0.000052, 0.000179, -0.000136, -0.000052, 0.000125, -0.000136, -0.000052, 0.000091, 0.000109, 0.000035, 0.000134, 0.000109, 0.000035, 0.000134, -0.000109, -0.000035, 0.000091, -0.000109, -0.000035, 0.000060, 0.000082, 0.000021, 0.000093, 0.000082, 0.000021, 0.000093, -0.000082, -0.000021, 0.000060, -0.000082, -0.000021, 0.000035, 0.000054, 0.000009, 0.000056, 0.000054, 0.000009, 0.000056, -0.000054, -0.000009, 0.000035, -0.000054, -0.000009, 0.000014, 0.000027, 0.000002, 0.000025, 0.000027, 0.000002, 0.000025, -0.000027, -0.000002, 0.000014, -0.000027, -0.000002, 
-0.000245, 0.017882, 0.002501, 0.000245, 0.017882, -0.002501, 0.000245, 0.015433, -0.002501, -0.000245, 0.015433, 0.002501, -0.000218, 0.014986, 0.002086, 0.000218, 0.014986, -0.002086, 0.000218, 0.012809, -0.002086, -0.000218, 0.012809, 0.002086, -0.000190, 0.012159, 0.001680, 0.000190, 0.012159, -0.001680, 0.000190, 0.010254, -0.001680, -0.000190, 0.010254, 0.001680, -0.000163, 0.009468, 0.001296, 0.000163, 0.009468, -0.001296, 0.000163, 0.007835, -0.001296, -0.000163, 0.007835, 0.001296, -0.000136, 0.006981, 0.000942, 0.000136, 0.006981, -0.000942, 0.000136, 0.005621, -0.000942, -0.000136, 0.005621, 0.000942, -0.000109, 0.004767, 0.000630, 0.000109, 0.004767, -0.000630, 0.000109, 0.003679, -0.000630, -0.000109, 0.003679, 0.000630, -0.000082, 0.002894, 0.000369, 0.000082, 0.002894, -0.000369, 0.000082, 0.002078, -0.000369, -0.000082, 0.002078, 0.000369, -0.000054, 0.001430, 0.000170, 0.000054, 0.001430, -0.000170, 0.000054, 0.000885, -0.000170, -0.000054, 0.000885, 0.000170, -0.000027, 0.000442, 0.000044, 0.000027, 0.000442, -0.000044, 0.000027, 0.000170, -0.000044, -0.000027, 0.000170, 0.000044, 
0.000139, -0.002501, -0.000258, 0.000139, -0.002501, 0.000500, 0.000139, -0.002501, 0.000290, 0.000139, -0.002501, -0.000468, 0.000116, -0.002086, -0.000215, 0.000116, -0.002086, 0.000417, 0.000116, -0.002086, 0.000241, 0.000116, -0.002086, -0.000391, 0.000094, -0.001680, -0.000173, 0.000094, -0.001680, 0.000336, 0.000094, -0.001680, 0.000195, 0.000094, -0.001680, -0.000315, 0.000072, -0.001296, -0.000133, 0.000072, -0.001296, 0.000259, 0.000072, -0.001296, 0.000150, 0.000072, -0.001296, -0.000243, 0.000052, -0.000942, -0.000097, 0.000052, -0.000942, 0.000189, 0.000052, -0.000942, 0.000109, 0.000052, -0.000942, -0.000176, 0.000035, -0.000630, -0.000065, 0.000035, -0.000630, 0.000126, 0.000035, -0.000630, 0.000073, 0.000035, -0.000630, -0.000118, 0.000021, -0.000369, -0.000038, 0.000021, -0.000369, 0.000074, 0.000021, -0.000369, 0.000043, 0.000021, -0.000369, -0.000069, 0.000009, -0.000170, -0.000018, 0.000009, -0.000170, 0.000034, 0.000009, -0.000170, 0.000020, 0.000009, -0.000170, -0.000032, 0.000002, -0.000044, -0.000005, 0.000002, -0.000044, 0.000009, 0.000002, -0.000044, 0.000005, 0.000002, -0.000044, -0.000008, 
0.000283, 0.000245, 0.000139, 0.000381, 0.000245, 0.000139, 0.000381, -0.000245, -0.000139, 0.000283, -0.000245, -0.000139, 0.000242, 0.000218, 0.000116, 0.000329, 0.000218, 0.000116, 0.000329, -0.000218, -0.000116, 0.000242, -0.000218, -0.000116, 0.000201, 0.000190, 0.000094, 0.000277, 0.000190, 0.000094, 0.000277, -0.000190, -0.000094, 0.000201, -0.000190, -0.000094, 0.000162, 0.000163, 0.000072, 0.000227, 0.000163, 0.000072, 0.000227, -0.000163, -0.000072, 0.000162, -0.000163, -0.000072, 0.000125, 0.000136, 0.000052, 0.000179, 0.000136, 0.000052, 0.000179, -0.000136, -0.000052, 0.000125, -0.000136, -0.000052, 0.000091, 0.000109, 0.000035, 0.000134, 0.000109, 0.000035, 0.000134, -0.000109, -0.000035, 0.000091, -0.000109, -0.000035, 0.000060, 0.000082, 0.000021, 0.000093, 0.000082, 0.000021, 0.000093, -0.000082, -0.000021, 0.000060, -0.000082, -0.000021, 0.000035, 0.000054, 0.000009, 0.000056, 0.000054, 0.000009, 0.000056, -0.000054, -0.000009, 0.000035, -0.000054, -0.000009, 0.000014, 0.000027, 0.000002, 0.000025, 0.000027, 0.000002, 0.000025, -0.000027, -0.000002, 0.000014, -0.000027, -0.000002, 
0.000245, 0.015433, 0.002501, -0.000245, 0.015433, -0.002501, -0.000245, 0.017882, -0.002501, 0.000245, 0.017882, 0.002501, 0.000218, 0.012809, 0.002086, -0.000218, 0.012809, -0.002086, -0.000218, 0.014986, -0.002086, 0.000218, 0.014986, 0.002086, 0.000190, 0.010254, 0.001680, -0.000190, 0.010254, -0.001680, -0.000190, 0.012159, -0.001680, 0.000190, 0.012159, 0.001680, 0.000163, 0.007835, 0.001296, -0.000163, 0.007835, -0.001296, -0.000163, 0.009468, -0.001296, 0.000163, 0.009468, 0.001296, 0.000136, 0.005621, 0.000942, -0.000136, 0.005621, -0.000942, -0.000136, 0.006981, -0.000942, 0.000136, 0.006981, 0.000942, 0.000109, 0.003679, 0.000630, -0.000109, 0.003679, -0.000630, -0.000109, 0.004767, -0.000630, 0.000109, 0.004767, 0.000630, 0.000082, 0.002078, 0.000369, -0.000082, 0.002078, -0.000369, -0.000082, 0.002894, -0.000369, 0.000082, 0.002894, 0.000369, 0.000054, 0.000885, 0.000170, -0.000054, 0.000885, -0.000170, -0.000054, 0.001430, -0.000170, 0.000054, 0.001430, 0.000170, 0.000027, 0.000170, 0.000044, -0.000027, 0.000170, -0.000044, -0.000027, 0.000442, -0.000044, 0.000027, 0.000442, 0.000044, 
-0.000139, -0.002501, -0.000468, -0.000139, -0.002501, 0.000290, -0.000139, -0.002501, 0.000500, -0.000139, -0.002501, -0.000258, -0.000116, -0.002086, -0.000391, -0.000116, -0.002086, 0.000241, -0.000116, -0.002086, 0.000417, -0.000116, -0.002086, -0.000215, -0.000094, -0.001680, -0.000315, -0.000094, -0.001680, 0.000195, -0.000094, -0.001680, 0.000336, -0.000094, -0.001680, -0.000173, -0.000072, -0.001296, -0.000243, -0.000072, -0.001296, 0.000150, -0.000072, -0.001296, 0.000259, -0.000072, -0.001296, -0.000133, -0.000052, -0.000942, -0.000176, -0.000052, -0.000942, 0.000109, -0.000052, -0.000942, 0.000189, -0.000052, -0.000942, -0.000097, -0.000035, -0.000630, -0.000118, -0.000035, -0.000630, 0.000073, -0.000035, -0.000630, 0.000126, -0.000035, -0.000630, -0.000065, -0.000021, -0.000369, -0.000069, -0.000021, -0.000369, 0.000043, -0.000021, -0.000369, 0.000074, -0.000021, -0.000369, -0.000038, -0.000009, -0.000170, -0.000032, -0.000009, -0.000170, 0.000020, -0.000009, -0.000170, 0.000034, -0.000009, -0.000170, -0.000018, -0.000002, -0.000044, -0.000008, -0.000002, -0.000044, 0.000005, -0.000002, -0.000044, 0.000009, -0.000002, -0.000044, -0.000005, 
0.000381, -0.000245, 0.000139, 0.000283, -0.000245, 0.000139, 0.000283, 0.000245, -0.000139, 0.000381, 0.000245, -0.000139, 0.000329, -0.000218, 0.000116, 0.000242, -0.000218, 0.000116, 0.000242, 0.000218, -0.000116, 0.000329, 0.000218, -0.000116, 0.000277, -0.000190, 0.000094, 0.000201, -0.000190, 0.000094, 0.000201, 0.000190, -0.000094, 0.000277, 0.000190, -0.000094, 0.000227, -0.000163, 0.000072, 0.000162, -0.000163, 0.000072, 0.000162, 0.000163, -0.000072, 0.000227, 0.000163, -0.000072, 0.000179, -0.000136, 0.000052, 0.000125, -0.000136, 0.000052, 0.000125, 0.000136, -0.000052, 0.000179, 0.000136, -0.000052, 0.000134, -0.000109, 0.000035, 0.000091, -0.000109, 0.000035, 0.000091, 0.000109, -0.000035, 0.000134, 0.000109, -0.000035, 0.000093, -0.000082, 0.000021, 0.000060, -0.000082, 0.000021, 0.000060, 0.000082, -0.000021, 0.000093, 0.000082, -0.000021, 0.000056, -0.000054, 0.000009, 0.000035, -0.000054, 0.000009, 0.000035, 0.000054, -0.000009, 0.000056, 0.000054, -0.000009, 0.000025, -0.000027, 0.000002, 0.000014, -0.000027, 0.000002, 0.000014, 0.000027, -0.000002, 0.000025, 0.000027, -0.000002, 
0.000245, 0.015433, 0.002501, -0.000245, 0.015433, -0.002501, -0.000245, 0.017882, -0.002501, 0.000245, 0.017882, 0.002501, 0.000218, 0.012809, 0.002086, -0.000218, 0.012809, -0.002086, -0.000218, 0.014986, -0.002086, 0.000218, 0.014986, 0.002086, 0.000190, 0.010254, 0.001680, -0.000190, 0.010254, -0.001680, -0.000190, 0.012159, -0.001680, 0.000190, 0.012159, 0.001680, 0.000163, 0.007835, 0.001296, -0.000163, 0.007835, -0.001296, -0.000163, 0.009468, -0.001296, 0.000163, 0.009468, 0.001296, 0.000136, 0.005621, 0.000942, -0.000136, 0.005621, -0.000942, -0.000136, 0.006981, -0.000942, 0.000136, 0.006981, 0.000942, 0.000109, 0.003679, 0.000630, -0.000109, 0.003679, -0.000630, -0.000109, 0.004767, -0.000630, 0.000109, 0.004767, 0.000630, 0.000082, 0.002078, 0.000369, -0.000082, 0.002078, -0.000369, -0.000082, 0.002894, -0.000369, 0.000082, 0.002894, 0.000369, 0.000054, 0.000885, 0.000170, -0.000054, 0.000885, -0.000170, -0.000054, 0.001430, -0.000170, 0.000054, 0.001430, 0.000170, 0.000027, 0.000170, 0.000044, -0.000027, 0.000170, -0.000044, -0.000027, 0.000442, -0.000044, 0.000027, 0.000442, 0.000044, 
