0.349816	-0.16562	0	0.25	0.17	0	-0.25	-0.17	0	-0.156748	0.169163	0	
0.349816	-0.16562	0	0.441561	0.17413	0	-0.0605046	-0.175124	0	-0.156748	0.169163	0	
0.536049	-0.170495	0	0.441561	0.17413	0	-0.0605046	-0.175124	0	0.0301828	0.170985	0	
0.536049	-0.170495	0	0.631069	0.170079	0.15	0.124851	-0.168942	0	0.0301828	0.170985	0	
0.760036	-0.159814	0.15	0.631069	0.170079	0.15	0.124851	-0.168942	0	0.222219	0.17221	0	
0.760036	-0.159814	0.15	0.820187	0.172457	0.15	0.318765	-0.165251	0	0.222219	0.17221	0	
0.958113	-0.178616	0.3	0.820187	0.172457	0.15	0.318765	-0.165251	0	0.41531	0.169237	0	
0.958113	-0.178616	0.3	1.0058	0.159451	0.3	0.507656	-0.170085	0	0.41531	0.169237	0	
1.09691	-0.170506	0.3	1.0058	0.159451	0.3	0.507656	-0.170085	0	0.641559	0.168781	0.15	
1.09691	-0.170506	0.3	1.27121	0.168603	0.45	0.694836	-0.1755	0.15	0.641559	0.168781	0.15	
1.28806	-0.170027	0.45	1.27121	0.168603	0.45	0.694836	-0.1755	0.15	0.793602	0.168742	0.15	
1.28806	-0.170027	0.45	1.3981	0.166683	0.45	0.92	-0.16993	0.3	0.793602	0.168742	0.15	
1.47376	-0.169705	0.45	1.3981	0.166683	0.45	0.92	-0.16993	0.3	0.982444	0.169781	0.3	
1.47376	-0.169705	0.45	1.62123	0.16866	0.6	1.07027	-0.172504	0.3	0.982444	0.169781	0.3	
1.6711	-0.168652	0.6	1.62123	0.16866	0.6	1.07027	-0.172504	0.3	1.17496	0.171991	0.3	
1.6711	-0.168652	0.6	1.76013	0.169948	0.6	1.26215	-0.159001	0.45	1.17496	0.171991	0.3	
1.85805	-0.175392	0.6	1.76013	0.169948	0.6	1.26215	-0.159001	0.45	1.35718	0.166491	0.45	
1.85805	-0.175392	0.6	1.95715	0.171723	0.6	1.45765	-0.165166	0.45	1.35718	0.166491	0.45	
2.05	-0.17	0.6	1.95715	0.171723	0.6	1.45765	-0.165166	0.45	1.55	0.17	0.6	
2.05	-0.17	0.6	2.05	0.17	0.6	1.55	-0.17	0.6	1.55	0.17	0.6	
