1.11812e-13	1.34201e-05	8.3972e-14	-0.0482293	-5.06714e-05	0.444979	-0.0300092	-0.790201	1.71552	0.0300092	-0.790201	1.71552	-0.0300083	-0.720152	1.71546	0.0300083	-0.720152	1.71546	1	
1.44637e-13	1.96271e-05	1.0646e-13	-0.0482323	-5.06341e-05	0.444929	-0.0300129	-0.790278	1.71573	0.0300129	-0.790278	1.71573	-0.0300115	-0.720207	1.71563	0.0300115	-0.720207	1.71563	1	
1.34981e-07	-8.91318e-06	-1.09907e-08	-0.0481405	-3.60161e-05	0.444836	-0.0299696	-0.790688	1.71609	0.0299684	-0.790688	1.71609	-0.0300342	-0.72067	1.71607	0.0300329	-0.72067	1.71607	1	
4.04681e-07	-7.18788e-05	-3.29142e-08	-0.0479529	-9.49949e-06	0.444703	-0.0298917	-0.79143	1.71658	0.0298881	-0.791431	1.71658	-0.030076	-0.721539	1.71676	0.0300723	-0.72154	1.71676	1	
7.54525e-07	-0.000166652	-6.13431e-08	-0.0476746	2.69264e-05	0.444537	-0.0297847	-0.792479	1.7172	0.029778	-0.79248	1.7172	-0.030134	-0.722781	1.71765	0.0301271	-0.722781	1.71766	1	
1.09836e-06	-0.000290343	-8.93164e-08	-0.0473111	7.12946e-05	0.444347	-0.0296533	-0.793808	1.7179	0.0296435	-0.793808	1.7179	-0.0302044	-0.724355	1.71872	0.0301944	-0.724355	1.71872	1	
1.33662e-06	-0.000438937	-1.09309e-07	-0.0468725	0.000118963	0.444134	-0.029502	-0.795388	1.71868	0.02949	-0.795389	1.71868	-0.0302715	-0.726217	1.71995	0.0302591	-0.726217	1.71995	1	
1.3592e-06	-0.000608716	-1.12997e-07	-0.046368	0.000165723	0.443901	-0.0293345	-0.797193	1.71951	0.0293225	-0.797194	1.71951	-0.0303212	-0.728324	1.72133	0.0303084	-0.728324	1.72134	1	
1.05482e-06	-0.000797333	-9.1547e-08	-0.0458023	0.000210576	0.443655	-0.029154	-0.799201	1.72037	0.029145	-0.799201	1.72038	-0.030352	-0.730645	1.72283	0.0303414	-0.730645	1.72283	1	
3.40162e-07	-0.00100222	-6.01652e-08	-0.0451852	0.000253826	0.443397	-0.0289653	-0.801387	1.72126	0.0289638	-0.801387	1.72126	-0.0303717	-0.733144	1.72443	0.0303644	-0.733142	1.72444	1	
-8.4796e-07	-0.00122147	-5.32431e-09	-0.0445258	0.000295952	0.443126	-0.0287773	-0.80373	1.72217	0.0287885	-0.803729	1.72217	-0.0303918	-0.735788	1.72612	0.0303899	-0.735785	1.72613	0.999999	
-2.57552e-06	-0.00145292	7.9494e-08	-0.0438327	0.000335075	0.442843	-0.0285977	-0.806207	1.72311	0.0286276	-0.806203	1.72311	-0.030412	-0.738548	1.7279	0.030418	-0.738542	1.72791	0.999999	
-4.89206e-06	-0.00169465	1.99968e-07	-0.0431135	0.000369556	0.442549	-0.0284337	-0.808796	1.72406	0.0284889	-0.80879	1.72406	-0.030432	-0.741396	1.72974	0.0304486	-0.741387	1.72976	0.999999	
-7.83205e-06	-0.0019449	3.61473e-07	-0.0423761	0.000397801	0.442243	-0.028292	-0.81148	1.72503	0.0283795	-0.81147	1.72503	-0.0304517	-0.744306	1.73164	0.0304818	-0.744293	1.73167	0.999998	
-1.14121e-05	-0.00220204	5.68875e-07	-0.0416272	0.000418402	0.441927	-0.0281787	-0.81424	1.72602	0.0283056	-0.814225	1.72602	-0.0304711	-0.747255	1.7336	0.0305175	-0.747236	1.73363	0.999998	
-1.56286e-05	-0.00246462	8.26311e-07	-0.0408732	0.000430271	0.441601	-0.0280992	-0.817058	1.72703	0.0282727	-0.817037	1.72703	-0.0304899	-0.750221	1.73559	0.0305558	-0.750195	1.73563	0.999997	
-2.04618e-05	-0.00273132	1.1362e-06	-0.0401202	0.000432327	0.441265	-0.0280583	-0.81992	1.72805	0.0282853	-0.819892	1.72805	-0.0305081	-0.753183	1.73762	0.0305964	-0.753149	1.73767	0.999996	
