9.34636e-11	0.0099818	4.18428e-11	-0.00242501	4.54399e-08	-0.0424896	-0.00306566	-0.0648994	0.173318	0.00306566	-0.0648994	0.173318	-0.00270633	-0.0473415	0.148635	0.00270633	-0.0473415	0.148635	
6.56498e-11	0.012414	4.49755e-11	-0.0030626	6.78033e-08	-0.0505772	-0.00366177	-0.0765772	0.206852	0.00366176	-0.0765772	0.206852	-0.0032135	-0.0551179	0.176207	0.0032135	-0.0551179	0.176207	
0.000269963	-0.0570805	-2.19762e-05	0.0918714	0.0146664	-0.092418	0.0433245	-0.410219	0.354615	-0.0445311	-0.410295	0.354905	-0.022667	-0.462988	0.43444	0.0214346	-0.463064	0.43473	
0.0005394	-0.125931	-4.38348e-05	0.187456	0.0264759	-0.13326	0.0778877	-0.742295	0.496573	-0.0802994	-0.742448	0.497152	-0.0418234	-0.869789	0.687872	0.0393606	-0.869941	0.68845	
0.00069969	-0.189547	-5.68315e-05	0.27828	0.0363931	-0.166039	0.10697	-1.0491	0.613408	-0.110101	-1.0493	0.614162	-0.0580424	-1.24114	0.898882	0.0548448	-1.24134	0.899634	
0.000687677	-0.247381	-5.58745e-05	0.363295	0.0443579	-0.191058	0.131385	-1.32836	0.705976	-0.134463	-1.32856	0.706723	-0.0703951	-1.57426	1.06816	0.0672428	-1.57446	1.06893	
0.000476528	-0.297189	-3.97972e-05	0.438433	0.0476493	-0.213238	0.151381	-1.57987	0.777181	-0.153473	-1.58002	0.777695	-0.0670411	-1.86174	1.22841	0.06476	-1.8618	1.22932	
4.51941e-05	-0.339558	-6.94126e-06	0.504299	0.0467741	-0.232885	0.167487	-1.8053	0.829565	-0.167558	-1.80533	0.829595	-0.0496999	-2.10705	1.37985	0.0492058	-2.10682	1.38106	
-0.000608692	-0.377234	4.37826e-05	0.565155	0.0447944	-0.246408	0.180454	-2.00757	0.864988	-0.177481	-2.0074	0.864292	-0.0307966	-2.32125	1.49537	0.0330696	-2.32061	1.49681	
-0.00142922	-0.409779	6.43355e-05	0.616812	0.0432288	-0.258943	0.188682	-2.18678	0.889121	-0.181224	-2.18613	0.888476	-0.0197509	-2.49873	1.60091	0.0230106	-2.49762	1.60311	
-0.00237611	-0.438498	0.000112212	0.659033	0.0420971	-0.271474	0.188007	-2.3428	0.911937	-0.175256	-2.34154	0.911425	-0.0200793	-2.64416	1.69389	0.0254931	-2.64243	1.69675	
-0.00345491	-0.462907	0.000173464	0.692723	0.0391392	-0.283532	0.179671	-2.47643	0.93345	-0.160927	-2.47443	0.933101	-0.0201598	-2.7599	1.77474	0.0280401	-2.7574	1.77834	
-0.00463276	-0.483461	0.000246434	0.718531	0.0344503	-0.29512	0.163993	-2.58969	0.95359	-0.138692	-2.58684	0.953417	-0.0200345	-2.84801	1.84446	0.0306202	-2.84461	1.84886	
-0.00587953	-0.500484	0.000330527	0.736941	0.0282146	-0.306235	0.141656	-2.68375	0.972403	-0.109394	-2.67993	0.972415	-0.0197396	-2.91043	1.90391	0.0332034	-2.906	1.90913	
-0.0071595	-0.514285	0.0004247	0.748421	0.0206138	-0.316875	0.11331	-2.75967	0.989941	-0.0738762	-2.7548	0.990138	-0.0193175	-2.94903	1.9539	0.0357526	-2.94347	1.95995	
-0.00843212	-0.525162	0.000527448	0.753429	0.0118213	-0.327037	0.0795408	-2.81856	1.00625	-0.0329455	-2.81256	1.00663	-0.018816	-2.96562	1.99522	0.038225	-2.95883	2.00208	
-0.00966526	-0.533404	0.000635263	0.752431	0.00201665	-0.336704	0.0408604	-2.86144	1.02145	0.0125705	-2.85432	1.02182	-0.0182767	-2.96193	2.02863	0.0405842	-2.95385	2.03623	
-0.00875635	-0.540501	0.000323542	0.745745	-0.000465735	-0.345172	-0.00127351	-2.89053	1.0321	0.0234767	-2.88299	1.0384	-0.020157	-2.94093	2.05472	0.0403317	-2.93147	2.06138	
